job_title,location,industry,skills,experience,salary_lpa,posted_date
cloud engineer,Bangalore,IT,"linux, azure, docker",2,11,2024-02-27
data scientist,Hyderabad,FinTech,"ml, statistics, sql",0,3,2023-01-15
ai engineer,Pune,E-Commerce,"ai, python, nlp",1,8,2023-03-18
business analyst,Delhi,IT,"excel, communication, sql",2,7,2023-01-28
software engineer,Chennai,HealthTech,"oops, python, sql",4,11,2023-02-12
software engineer,Pune,HealthTech,"oops, sql, python",4,20,2024-12-22
devops engineer,Chennai,HealthTech,"aws, docker, linux",6,12,2023-11-27
software engineer,Chennai,E-Commerce,"oops, java, sql",0,17,2024-07-23
devops engineer,Bangalore,FinTech,"linux, docker, aws",6,4,2023-01-06
cyber security analyst,Delhi,HealthTech,"security, linux, networking",7,6,2023-06-16
ml engineer,Delhi,IT,"ml, tensorflow, deep learning",0,13,2024-04-26
software engineer,Chennai,IT,"python, java, sql",6,12,2024-12-04
ml engineer,Mumbai,E-Commerce,"ml, deep learning, tensorflow",8,13,2024-08-18
data scientist,Bangalore,EdTech,"sql, ml, statistics",8,21,2023-02-08
data analyst,Delhi,FinTech,"power bi, excel, python",0,9,2024-12-13
cloud engineer,Hyderabad,FinTech,"docker, aws, linux",6,17,2024-05-23
data scientist,Bangalore,FinTech,"sql, ml, python",6,9,2024-08-27
data analyst,Pune,IT,"python, sql, power bi",2,3,2024-05-21
software engineer,Pune,IT,"oops, python, java",1,6,2024-11-02
devops engineer,Mumbai,IT,"linux, aws, kubernetes",8,19,2024-11-21
business analyst,Bangalore,FinTech,"communication, sql, excel",1,19,2023-06-12
cloud engineer,Chennai,E-Commerce,"docker, linux, aws",0,18,2024-07-14
cyber security analyst,Mumbai,FinTech,"linux, security, networking",7,12,2023-12-05
ai engineer,Bangalore,HealthTech,"nlp, ml, ai",5,14,2024-05-15
software engineer,Chennai,E-Commerce,"oops, sql, java",8,25,2024-08-31
devops engineer,Mumbai,EdTech,"docker, aws, linux",4,12,2023-12-23
data scientist,Pune,IT,"sql, ml, statistics",4,9,2023-01-12
software engineer,Hyderabad,E-Commerce,"sql, oops, java",7,22,2024-09-07
ai engineer,Bangalore,HealthTech,"ml, python, nlp",1,12,2023-03-22
web developer,Chennai,EdTech,"html, css, react",1,20,2024-06-23
business analyst,Bangalore,E-Commerce,"sql, excel, communication",5,25,2023-12-11
business analyst,Hyderabad,E-Commerce,"sql, excel, communication",4,7,2023-06-17
ml engineer,Mumbai,EdTech,"ml, deep learning, tensorflow",6,18,2024-02-21
devops engineer,Mumbai,IT,"kubernetes, docker, linux",7,6,2023-07-08
cloud engineer,Delhi,EdTech,"azure, docker, linux",4,23,2024-12-12
devops engineer,Delhi,IT,"aws, linux, docker",4,16,2024-04-25
ml engineer,Chennai,EdTech,"python, ml, deep learning",7,10,2025-01-01
data analyst,Bangalore,FinTech,"power bi, python, excel",1,18,2024-03-01
business analyst,Hyderabad,HealthTech,"excel, sql, communication",4,20,2023-03-17
data scientist,Pune,EdTech,"ml, python, statistics",6,5,2023-03-11
ai engineer,Delhi,FinTech,"nlp, ml, python",2,17,2024-07-21
ml engineer,Bangalore,IT,"deep learning, tensorflow, ml",8,3,2023-10-12
ai engineer,Chennai,FinTech,"ml, nlp, python",5,19,2023-05-28
data analyst,Delhi,IT,"excel, power bi, python",2,20,2023-01-20
software engineer,Chennai,EdTech,"python, oops, sql",4,4,2023-05-01
devops engineer,Chennai,E-Commerce,"linux, aws, docker",5,20,2024-02-10
ai engineer,Hyderabad,IT,"python, ml, ai",6,10,2024-03-28
data scientist,Hyderabad,EdTech,"statistics, ml, python",8,16,2024-12-01
cloud engineer,Chennai,HealthTech,"linux, docker, azure",7,4,2023-11-23
cyber security analyst,Mumbai,FinTech,"security, networking, linux",3,24,2023-06-04
ai engineer,Chennai,EdTech,"ai, nlp, python",8,6,2024-04-13
business analyst,Hyderabad,EdTech,"sql, excel, communication",1,13,2024-03-11
business analyst,Mumbai,HealthTech,"excel, sql, communication",5,4,2024-02-01
data analyst,Chennai,IT,"python, power bi, sql",5,3,2024-08-23
web developer,Mumbai,FinTech,"javascript, react, css",3,10,2024-07-04
devops engineer,Bangalore,E-Commerce,"kubernetes, docker, linux",4,22,2024-07-01
ml engineer,Pune,FinTech,"python, deep learning, ml",1,10,2023-12-18
business analyst,Chennai,HealthTech,"communication, sql, excel",7,13,2024-08-31
cyber security analyst,Mumbai,IT,"security, linux, networking",0,22,2024-01-30
software engineer,Hyderabad,IT,"java, oops, sql",3,6,2023-01-15
business analyst,Mumbai,E-Commerce,"sql, excel, communication",7,23,2023-12-02
business analyst,Mumbai,IT,"excel, sql, communication",0,3,2023-01-05
cloud engineer,Mumbai,E-Commerce,"docker, linux, azure",3,12,2024-03-11
ai engineer,Pune,HealthTech,"ai, python, nlp",7,23,2024-02-18
ai engineer,Mumbai,FinTech,"python, ai, nlp",4,10,2023-10-07
cyber security analyst,Hyderabad,IT,"security, linux, networking",6,19,2023-05-09
ml engineer,Mumbai,IT,"python, tensorflow, deep learning",5,16,2024-05-27
data analyst,Delhi,IT,"python, excel, power bi",7,17,2023-03-14
devops engineer,Mumbai,FinTech,"aws, kubernetes, linux",8,12,2023-11-05
data scientist,Hyderabad,HealthTech,"ml, sql, python",8,16,2023-11-08
ml engineer,Chennai,E-Commerce,"python, deep learning, ml",7,6,2023-11-10
software engineer,Mumbai,HealthTech,"python, oops, sql",0,15,2023-08-21
data scientist,Chennai,FinTech,"statistics, sql, ml",6,18,2023-01-19
cloud engineer,Pune,FinTech,"linux, aws, azure",0,6,2024-04-14
business analyst,Delhi,IT,"communication, sql, excel",2,6,2023-06-29
web developer,Pune,E-Commerce,"html, css, react",2,9,2024-11-27
cyber security analyst,Mumbai,FinTech,"linux, networking, security",6,3,2024-02-08
devops engineer,Delhi,HealthTech,"aws, linux, kubernetes",5,5,2023-09-16
devops engineer,Mumbai,EdTech,"aws, docker, linux",1,15,2023-03-07
ml engineer,Delhi,FinTech,"tensorflow, python, ml",0,20,2024-03-24
ml engineer,Hyderabad,IT,"python, ml, tensorflow",6,13,2024-03-26
ml engineer,Pune,HealthTech,"ml, tensorflow, deep learning",6,6,2023-10-30
ml engineer,Bangalore,FinTech,"tensorflow, ml, python",8,16,2023-01-31
business analyst,Hyderabad,FinTech,"sql, communication, excel",5,4,2023-04-01
ml engineer,Hyderabad,IT,"ml, tensorflow, python",7,3,2024-03-04
data scientist,Bangalore,FinTech,"sql, statistics, python",1,11,2023-11-14
data scientist,Mumbai,FinTech,"sql, python, ml",3,20,2023-11-27
data scientist,Delhi,FinTech,"sql, statistics, ml",5,3,2023-11-11
